alpha,poly,rscore
38.000000,6,0.636688610847
38.000000,7,0.956598571398
38.000000,8,0.956617567169
38.000000,9,0.944351661027
38.000000,10,0.926640917145
39.000000,2,0.0789870433879
39.000000,3,0.0872539002283
39.000000,4,0.0759200336359
39.000000,5,0.493928558309
39.000000,6,0.635540791436
39.000000,7,0.955892854295
39.000000,8,0.956077787699
39.000000,9,0.94387173695
39.000000,10,0.926237646412
40.000000,2,0.0788840970809
40.000000,3,0.0870311437328
40.000000,4,0.0759159521783
40.000000,5,0.49032379775
40.000000,6,0.634440550339
40.000000,7,0.955177083112
40.000000,8,0.955528133179
40.000000,9,0.943396886398
40.000000,10,0.925889297642
41.000000,2,0.0787872129959
41.000000,3,0.0868190937943
41.000000,4,0.0759125606835
41.000000,5,0.486839734562
41.000000,6,0.633384978964
41.000000,7,0.95445160105
41.000000,8,0.954969569358
41.000000,9,0.942929696542
41.000000,10,0.9254920252
42.000000,2,0.078695994235
42.000000,3,0.0866170189823
42.000000,4,0.0759097021017
42.000000,5,0.483470507662
42.000000,6,0.632371397783
42.000000,7,0.953716776486
42.000000,8,0.954402918715
42.000000,9,0.942474191223
42.000000,10,0.925123825815
43.000000,2,0.0786100763926
43.000000,3,0.0864242520269
43.000000,4,0.0759072443119
43.000000,5,0.480210619943
43.000000,6,0.63139733485
43.000000,7,0.952972947336
43.000000,8,0.95382898428
43.000000,9,0.942022199837
43.000000,10,0.924783764318
44.000000,2,0.0785291243202
44.000000,3,0.0862401829818
44.000000,4,0.0759050763355
44.000000,5,0.477054911368
44.000000,6,0.63046050607
44.000000,7,0.95222046603
44.000000,8,0.953248459578
44.000000,9,0.941577482367
44.000000,10,0.924518041036
45.000000,2,0.0784528292692
45.000000,3,0.0860642532411
45.000000,4,0.075903105144
45.000000,5,0.473998534376
45.000000,6,0.629558797981
45.000000,7,0.951459662148
45.000000,8,0.952662198107
45.000000,9,0.941144715599
45.000000,10,0.924215997335
46.000000,2,0.0783809063611
46.000000,3,0.0858959502869
46.000000,4,0.0759012529659
46.000000,5,0.471036931257
46.000000,6,0.628690251616
46.000000,7,0.950690863704
46.000000,8,0.952070895222
46.000000,9,0.94071667353
46.000000,10,0.923938977717
47.000000,2,0.0783130923414
47.000000,3,0.0857348030677
47.000000,4,0.0758994550064
47.000000,5,0.468165813377
47.000000,6,0.627853049447
47.000000,7,0.949914383211
47.000000,8,0.951475066061
47.000000,9,0.94029414127
47.000000,10,0.923651987783
48.000000,2,0.078249143583
48.000000,3,0.0855803779196
48.000000,4,0.0758976575171
48.000000,5,0.465381142173
48.000000,6,0.627045502453
48.000000,7,0.949130549417
48.000000,8,0.950875122361
48.000000,9,0.939882486664
48.000000,10,0.92344270583
49.000000,2,0.0781888343048
49.000000,3,0.0854322749581
49.000000,4,0.0758958161534
49.000000,5,0.462679111567
49.000000,6,0.626266039055
49.000000,7,0.948339646165
49.000000,8,0.95027195451
49.000000,9,0.939473517944
49.000000,10,0.92321212042
50.000000,2,0.0781319549812
50.000000,3,0.0852901248784
50.000000,4,0.075893894582
50.000000,5,0.460056131903
50.000000,6,0.625513194995
50.000000,7,0.947541989182
50.000000,8,0.949665912216
50.000000,9,0.939072773024
50.000000,10,0.922931193764
51.000000,2,0.0780783109181
51.000000,3,0.0851535861111
51.000000,4,0.0758918632915
51.000000,5,0.457508815048
51.000000,6,0.624785604651
51.000000,7,0.946737855003
51.000000,8,0.949057331984
51.000000,9,0.938683351115
51.000000,10,0.922720351681
52.000000,2,0.078027720975
52.000000,3,0.0850223422887
52.000000,4,0.0758896985777
52.000000,5,0.455033960827
52.000000,6,0.624081993167
52.000000,7,0.94592752837
52.000000,8,0.948446996334
52.000000,9,0.938295412304
52.000000,10,0.922453418335
53.000000,2,0.0779800164177
53.000000,3,0.084896099983
53.000000,4,0.0758873816803
53.000000,5,0.452628544305
53.000000,6,0.623401167996
53.000000,7,0.945111285956
53.000000,8,0.947834816726
53.000000,9,0.937918389755
53.000000,10,0.922305670312
54.000000,2,0.0779350398839
54.000000,3,0.0847745866818
54.000000,4,0.0758848980407
54.000000,5,0.450289704257
54.000000,6,0.622742013653
54.000000,7,0.94428939202
54.000000,8,0.94722169498
54.000000,9,0.937547573741
54.000000,10,0.922156589717
55.000000,2,0.0778926444519
55.000000,3,0.0846575489746
55.000000,4,0.0758822366688
55.000000,5,0.448014732385
55.000000,6,0.62210348501
55.000000,7,0.943462111353
55.000000,8,0.946607713453
55.000000,9,0.937182767775
55.000000,10,0.921968072312
56.000000,2,0.0778526927974
56.000000,3,0.084544750923
56.000000,4,0.0758793896009
56.000000,5,0.445801063409
56.000000,6,0.621484601787
56.000000,7,0.942629692149
56.000000,8,0.945993292473
56.000000,9,0.936819379353
56.000000,10,0.92181535368
57.000000,2,0.077815056432
57.000000,3,0.0844359725947
57.000000,4,0.0758763514352
57.000000,5,0.44364626592
57.000000,6,0.620884443768
57.000000,7,0.941792382343
57.000000,8,0.945378681622
57.000000,9,0.936467946
57.000000,10,0.921674078361
58.000000,2,0.0777796150119
58.000000,3,0.0843310087419
58.000000,4,0.0758731189301
58.000000,5,0.441548033853
58.000000,6,0.620302146152
58.000000,7,0.940950419151
58.000000,8,0.944764239942
58.000000,9,0.936120539942
58.000000,10,0.921524450623
59.000000,2,0.0777462557109
59.000000,3,0.0842296676076
59.000000,4,0.0758696906645
59.000000,5,0.439504178658
59.000000,6,0.619736896054
59.000000,7,0.940104034803
59.000000,8,0.944149961194
59.000000,9,0.935782414466
59.000000,10,0.921348066035
60.000000,2,0.0777148726497
60.000000,3,0.0841317698463
60.000000,4,0.0758660667425
60.000000,5,0.437512621996
60.000000,6,0.619187927881
60.000000,7,0.93925345753
60.000000,8,0.943536664152
60.000000,9,0.935446247796
60.000000,10,0.921244529885
61.000000,2,0.0776853663769
61.000000,3,0.0840371475457
61.000000,4,0.0758622485414
61.000000,5,0.435571388958
61.000000,6,0.618654520055
61.000000,7,0.938398906465
61.000000,8,0.942924051022
61.000000,9,0.935115864772
61.000000,10,0.921100857685
62.000000,2,0.077657643395
62.000000,3,0.0839456433394
62.000000,4,0.0758582384947
62.000000,5,0.433678601842
62.000000,6,0.618135993014
62.000000,7,0.937540588383
62.000000,8,0.942312697705
62.000000,9,0.934791742687
62.000000,10,0.920953201851
63.000000,2,0.0776316157285
63.000000,3,0.0838571096005
63.000000,4,0.0758540399063
63.000000,5,0.431832474229
63.000000,6,0.617631704622
63.000000,7,0.936678717651
63.000000,8,0.941702439693
63.000000,9,0.93447273108
63.000000,10,0.92086026065
64.000000,2,0.0776072005281
64.000000,3,0.0837714077073
64.000000,4,0.0758496567903
64.000000,5,0.430031305674
64.000000,6,0.617141048627
64.000000,7,0.935813490347
64.000000,8,0.941093873201
64.000000,9,0.934162039533
64.000000,10,0.920706724774
65.000000,2,0.0775843197089
65.000000,3,0.0836884073745
65.000000,4,0.0758450937351
65.000000,5,0.428273476559
65.000000,6,0.616663452088
65.000000,7,0.934945098403
65.000000,8,0.940486880381
65.000000,9,0.933854423713
65.000000,10,0.920664971079
66.000000,2,0.0775628996183
66.000000,3,0.0836079860425
66.000000,4,0.0758403557856
66.000000,5,0.426557443454
66.000000,6,0.616198372769
66.000000,7,0.934073737489
66.000000,8,0.939881736834
66.000000,9,0.93355588019
66.000000,10,0.920590319649
67.000000,2,0.0775428707317
67.000000,3,0.0835300283194
67.000000,4,0.0758354483426
67.000000,5,0.424881734693
67.000000,6,0.615745297887
67.000000,7,0.933199586459
67.000000,8,0.939278696657
67.000000,9,0.933256543956
67.000000,10,0.920466980458
68.000000,2,0.0775241673724
68.000000,3,0.0834544254704
68.000000,4,0.0758303770768
68.000000,5,0.42324494634
68.000000,6,0.615303740791
68.000000,7,0.932322826382
68.000000,8,0.938677582416
68.000000,9,0.932966734829
68.000000,10,0.920320289059
69.000000,2,0.0775067274542
69.000000,3,0.0833810749499
69.000000,4,0.0758251478566
69.000000,5,0.421645738314
69.000000,6,0.61487324091
69.000000,7,0.931443625971
69.000000,8,0.938078884168
69.000000,9,0.932679750949
69.000000,10,0.920343383796
70.000000,2,0.077490492244
70.000000,3,0.0833098799725
70.000000,4,0.0758197666844
70.000000,5,0.42008283087
70.000000,6,0.614453361159
70.000000,7,0.930562157391
70.000000,8,0.937482481734
70.000000,9,0.932397388557
70.000000,10,0.920283299442
71.000000,2,0.0774754061434
71.000000,3,0.0832407491183
71.000000,4,0.0758142396444
71.000000,5,0.41855500128
71.000000,6,0.614043686273
71.000000,7,0.929678570878
71.000000,8,0.936888646684
71.000000,9,0.93211955587
71.000000,10,0.920135345698
72.000000,2,0.0774614164869
72.000000,3,0.0831735959711
72.000000,4,0.0758085728579
72.000000,5,0.417061080692
72.000000,6,0.613643822534
72.000000,7,0.928793039726
72.000000,8,0.936297416691
72.000000,9,0.931848645054
72.000000,10,0.920129044574
73.000000,2,0.0774484733548
73.000000,3,0.0831083387842
73.000000,4,0.0758027724448
73.000000,5,0.415599951226
73.000000,6,0.613253395021
73.000000,7,0.927905712509
73.000000,8,0.935708778561
73.000000,9,0.931580246378
73.000000,10,0.920041494931
74.000000,2,0.0774365294013
74.000000,3,0.0830449001731
74.000000,4,0.0757968444923
74.000000,5,0.414170543257
74.000000,6,0.61287204719
74.000000,7,0.927016733403
74.000000,8,0.935122868262
74.000000,9,0.931314758343
74.000000,10,0.91993791107
75.000000,2,0.0774255396946
75.000000,3,0.0829832068316
75.000000,4,0.075790795028
75.000000,5,0.412771832829
75.000000,6,0.612499440469
75.000000,7,0.926126240321
75.000000,8,0.934539998156
75.000000,9,0.931055802605
75.000000,10,0.919931327414
76.000000,2,0.0774154615687
76.000000,3,0.0829231892702
76.000000,4,0.0757846299982
76.000000,5,0.411402839315
76.000000,6,0.612135251676
76.000000,7,0.925234384136
76.000000,8,0.933959864472
76.000000,9,0.930800405435
76.000000,10,0.91991812417
77.000000,2,0.0774062544861
77.000000,3,0.0828647815736
77.000000,4,0.07577835525
77.000000,5,0.410062623116
77.000000,6,0.61177917328
77.000000,7,0.924341292727
77.000000,8,0.933382808581
77.000000,9,0.930549686055
77.000000,10,0.919841164568
78.000000,2,0.0773978799105
78.000000,3,0.0828079211767
78.000000,4,0.0757719765154
78.000000,5,0.408750283577
78.000000,6,0.611430912258
78.000000,7,0.92344710277
78.000000,8,0.932808780561
78.000000,9,0.930302133796
78.000000,10,0.919780433179
79.000000,2,0.0773903011882
79.000000,3,0.0827525486569
79.000000,4,0.0757654994008
79.000000,5,0.407464956987
79.000000,6,0.611090188688
79.000000,7,0.922551927045
79.000000,8,0.932237876372
79.000000,9,0.930061776694
79.000000,10,0.91978209235
80.000000,2,0.0773834834375
80.000000,3,0.0826986075418
80.000000,4,0.0757589293769
80.000000,5,0.406205814725
80.000000,6,0.610756735969
80.000000,7,0.921655904547
80.000000,8,0.931670217179
80.000000,9,0.929823152782
80.000000,10,0.919745052477
81.000000,2,0.0773773934471
81.000000,3,0.0826460441305
81.000000,4,0.0757522717714
81.000000,5,0.404972061525
81.000000,6,0.610430299257
81.000000,7,0.920759144813
81.000000,8,0.93110567956
81.000000,9,0.929589198522
81.000000,10,0.919675636788
82.000000,2,0.0773719995792
82.000000,3,0.0825948073277
82.000000,4,0.075745531764
82.000000,5,0.403762933798
82.000000,6,0.61011063532
82.000000,7,0.919861766464
82.000000,8,0.9305443315
82.000000,9,0.929354100038
82.000000,10,0.919606645154
83.000000,2,0.0773672716814
83.000000,3,0.0825448484899
83.000000,4,0.075738714382
83.000000,5,0.402577698073
83.000000,6,0.609797511364
83.000000,7,0.918963872807
83.000000,8,0.929986350523
83.000000,9,0.929129695583
83.000000,10,0.919620959214
84.000000,2,0.0773631810032
84.000000,3,0.0824961212811
84.000000,4,0.0757318244987
84.000000,5,0.401415649573
84.000000,6,0.609490705119
84.000000,7,0.918065587384
84.000000,8,0.929431608944
84.000000,9,0.928906039263
84.000000,10,0.919599202335
85.000000,2,0.0773597001179
85.000000,3,0.0824485815403
85.000000,4,0.0757248668314
85.000000,5,0.400276110796
85.000000,6,0.609190004145
85.000000,7,0.917167001637
85.000000,8,0.928880106663
85.000000,9,0.928685845221
85.000000,10,0.919578459881
86.000000,2,0.0773568028506
86.000000,3,0.0824021871561
86.000000,4,0.0757178459411
86.000000,5,0.399158430239
86.000000,6,0.60889520447
86.000000,7,0.916268215283
86.000000,8,0.92833223419
86.000000,9,0.928467772247
86.000000,10,0.919589387857
87.000000,2,0.0773544642099
87.000000,3,0.0823568979511
87.000000,4,0.075710766233
87.000000,5,0.398061981151
87.000000,6,0.60860611149
87.000000,7,0.915369338005
87.000000,8,0.927787521416
87.000000,9,0.928255141421
87.000000,10,0.91957708036
88.000000,2,0.0773526603245
88.000000,3,0.0823126755736
88.000000,4,0.0757036319581
88.000000,5,0.396986160392
88.000000,6,0.608322538251
88.000000,7,0.91447045817
88.000000,8,0.927246215498
88.000000,9,0.928043367933
88.000000,10,0.919566276651
89.000000,2,0.0773513683835
89.000000,3,0.0822694833959
89.000000,4,0.0756964472145
89.000000,5,0.39593038733
89.000000,6,0.608044305988
89.000000,7,0.913571671573
89.000000,8,0.926708485126
89.000000,9,0.927836950507
89.000000,10,0.919520082186
90.000000,2,0.0773505665807
90.000000,3,0.0822272864203
90.000000,4,0.0756892159493
90.000000,5,0.394894102802
90.000000,6,0.607771243248
90.000000,7,0.912673059651
90.000000,8,0.926174038724
90.000000,9,0.927633989383
90.000000,10,0.91952660026
91.000000,2,0.0773502340622
91.000000,3,0.08218605119
91.000000,4,0.0756819419621
91.000000,5,0.393876768133
91.000000,6,0.607503185294
91.000000,7,0.911774711159
91.000000,8,0.925643062346
91.000000,9,0.92743301173
91.000000,10,0.919551932154
92.000000,2,0.0773503508773
92.000000,3,0.082145745707
92.000000,4,0.075674628907
92.000000,5,0.392877864222
92.000000,6,0.607239974611
92.000000,7,0.910876718271
92.000000,8,0.925115653375
92.000000,9,0.927233935521
92.000000,10,0.919523204085
93.000000,2,0.0773508979322
93.000000,3,0.0821063393537
93.000000,4,0.0756672802965
93.000000,5,0.391896890654
93.000000,6,0.606981459183
93.000000,7,0.909979150613
93.000000,8,0.924591621748
93.000000,9,0.927041747052
93.000000,10,0.919529360508
94.000000,2,0.0773518569469
94.000000,3,0.0820678028208
94.000000,4,0.0756598995042
94.000000,5,0.390933364875
94.000000,6,0.606727494047
94.000000,7,0.909082086415
94.000000,8,0.924071006578
94.000000,9,0.926849496021
94.000000,10,0.919525265302
95.000000,2,0.0773532104139
95.000000,3,0.0820301080385
95.000000,4,0.0756524897693
95.000000,5,0.389986821422
95.000000,6,0.606477939323
95.000000,7,0.90818560849
95.000000,8,0.923553684944
95.000000,9,0.926660335115
95.000000,10,0.919536263291
96.000000,2,0.0773549415606
96.000000,3,0.0819932281131
96.000000,4,0.0756450541993
96.000000,5,0.389056811144
96.000000,6,0.606232660558
96.000000,7,0.907289782753
96.000000,8,0.923040046519
96.000000,9,0.926472414506
96.000000,10,0.919496903379
97.000000,2,0.0773570343124
97.000000,3,0.0819571372663
97.000000,4,0.0756375957743
97.000000,5,0.388142900494
97.000000,6,0.605991528681
97.000000,7,0.906394682028
97.000000,8,0.922529893264
97.000000,9,0.926291196363
97.000000,10,0.919515931776
98.000000,2,0.0773594732589
98.000000,3,0.081921810779
98.000000,4,0.0756301173501
98.000000,5,0.387244670924
98.000000,6,0.605754419625
98.000000,7,0.905500378108
98.000000,8,0.922022952961
98.000000,9,0.926108017482
98.000000,10,0.919545411247
99.000000,2,0.077362243622
99.000000,3,0.0818872249381
99.000000,4,0.0756226216633
99.000000,5,0.38636171817
99.000000,6,0.605521214085
99.000000,7,0.904606931745
99.000000,8,0.921519774318
99.000000,9,0.925931608833
99.000000,10,0.919586168022
100.000000,2,0.0773653312255
100.000000,3,0.0818533569862
100.000000,4,0.0756151113333
100.000000,5,0.385493651671
100.000000,6,0.605291797051
100.000000,7,0.903714407105
100.000000,8,0.921019778934
100.000000,9,0.925758380472
100.000000,10,0.919639222573
